1.95	324.055
1.955	324.108
1.96	324.173
1.965	324.252
1.97	324.342
1.975	324.446
1.98	324.561
1.985	324.688
1.99	324.828
1.995	324.979
2	325.142
2.005	325.316
2.01	325.502
2.015	325.699
2.02	325.907
2.025	326.126
2.03	326.355
2.035	326.595
2.04	326.846
2.045	327.107
2.05	327.377
2.055	327.658
2.06	327.948
2.065	328.249
2.07	328.558
2.075	328.877
2.08	329.205
2.085	329.541
2.09	329.887
2.095	330.241
2.1	330.603
2.105	330.974
2.11	331.353
2.115	331.739
2.12	332.133
2.125	332.535
2.13	332.944
2.135	333.36
2.14	333.783
2.145	334.213
2.15	334.649
2.155	335.091
2.16	335.54
2.165	335.994
2.17	336.454
2.175	336.919
2.18	337.39
2.185	337.865
2.19	338.346
2.195	338.831
2.2	339.32
2.205	339.813
2.21	340.31
2.215	340.811
2.22	341.315
2.225	341.822
2.23	342.333
2.235	342.845
2.24	343.361
2.245	343.878
2.25	344.397
2.255	344.918
2.26	345.441
2.265	345.964
2.27	346.488
2.275	347.013
2.28	347.539
2.285	348.064
2.29	348.59
2.295	349.115
2.3	349.639
2.305	350.162
2.31	350.685
2.315	351.205
2.32	351.725
2.325	352.242
2.33	352.757
2.335	353.269
2.34	353.779
2.345	354.286
2.35	354.79
2.355	355.29
2.36	355.786
2.365	356.279
2.37	356.767
2.375	357.251
2.38	357.731
2.385	358.205
2.39	358.675
2.395	359.139
2.4	359.597
2.405	360.05
2.41	360.497
2.415	360.938
2.42	361.372
2.425	361.8
2.43	362.221
2.435	362.635
2.44	363.042
2.445	363.441
2.45	363.834
2.455	364.218
2.46	364.595
2.465	364.965
2.47	365.326
2.475	365.679
2.48	366.023
2.485	366.359
2.49	366.687
2.495	367.006
2.5	367.317
2.505	367.618
2.51	367.911
2.515	368.195
2.52	368.469
2.525	368.735
2.53	368.991
2.535	369.239
2.54	369.477
2.545	369.706
2.55	369.925
2.555	370.135
2.56	370.336
2.565	370.528
2.57	370.71
2.575	370.883
2.58	371.047
2.585	371.201
2.59	371.346
2.595	371.482
2.6	371.609
2.605	371.726
2.61	371.835
2.615	371.934
2.62	372.025
2.625	372.107
2.63	372.18
2.635	372.244
2.64	372.3
2.645	372.347
2.65	372.385
2.655	372.416
2.66	372.438
2.665	372.452
2.67	372.457
2.675	372.455
2.68	372.446
2.685	372.428
2.69	372.403
2.695	372.37
2.7	372.331
2.705	372.284
2.71	372.23
2.715	372.169
2.72	372.101
2.725	372.027
2.73	371.946
2.735	371.859
2.74	371.766
2.745	371.667
2.75	371.562
2.755	371.451
2.76	371.334
2.765	371.212
2.77	371.085
2.775	370.953
2.78	370.815
2.785	370.673
2.79	370.526
2.795	370.375
2.8	370.219
2.805	370.058
2.81	369.894
2.815	369.726
2.82	369.553
2.825	369.377
2.83	369.198
2.835	369.015
2.84	368.829
2.845	368.64
2.85	368.447
2.855	368.252
2.86	368.054
2.865	367.854
2.87	367.651
2.875	367.445
2.88	367.238
2.885	367.028
2.89	366.817
2.895	366.603
2.9	366.388
2.905	366.171
2.91	365.953
2.915	365.733
2.92	365.512
2.925	365.29
2.93	365.067
2.935	364.843
2.94	364.618
2.945	364.392
2.95	364.166
2.955	363.939
2.96	363.712
2.965	363.484
2.97	363.256
2.975	363.028
2.98	362.8
2.985	362.571
2.99	362.343
2.995	362.115
3	361.887
3.005	361.659
3.01	361.432
3.015	361.206
3.02	360.979
3.025	360.754
3.03	360.529
3.035	360.304
3.04	360.081
3.045	359.858
3.05	359.636
3.055	359.416
3.06	359.196
3.065	358.977
3.07	358.759
3.075	358.543
3.08	358.328
3.085	358.114
3.09	357.901
3.095	357.689
3.1	357.479
3.105	357.271
3.11	357.064
3.115	356.858
3.12	356.654
3.125	356.452
3.13	356.251
3.135	356.051
3.14	355.854
3.145	355.658
3.15	355.464
3.155	355.271
3.16	355.08
3.165	354.891
3.17	354.704
3.175	354.519
3.18	354.335
3.185	354.154
3.19	353.974
3.195	353.796
3.2	353.62
3.205	353.446
3.21	353.274
3.215	353.104
3.22	352.936
3.225	352.77
3.23	352.605
3.235	352.443
3.24	352.283
3.245	352.124
3.25	351.968
3.255	351.814
3.26	351.661
3.265	351.511
3.27	351.363
3.275	351.216
3.28	351.072
3.285	350.93
3.29	350.789
3.295	350.651
3.3	350.515
3.305	350.38
3.31	350.248
3.315	350.117
3.32	349.989
3.325	349.862
3.33	349.738
3.335	349.615
3.34	349.494
3.345	349.375
3.35	349.259
3.355	349.144
3.36	349.03
3.365	348.919
3.37	348.81
3.375	348.702
3.38	348.597
3.385	348.493
3.39	348.391
3.395	348.29
3.4	348.192
3.405	348.095
3.41	348
3.415	347.907
3.42	347.815
3.425	347.725
3.43	347.637
3.435	347.551
3.44	347.466
3.445	347.383
3.45	347.301
3.455	347.221
3.46	347.142
3.465	347.065
3.47	346.99
3.475	346.916
3.48	346.843
3.485	346.772
3.49	346.702
3.495	346.634
3.5	346.567
